Date,Open,High,Low,Close,Adj Close,Volume
1999-06-01,35.937500,38.937500,35.000000,38.687500,22.789227,76467500
1999-07-01,38.437500,41.500000,37.312500,38.937500,23.023598,66356700
1999-08-01,38.687500,39.250000,33.812500,34.125000,20.177977,75016600
1999-09-01,34.062500,34.875000,30.250000,30.500000,18.034521,79877800
1999-10-01,30.375000,35.125000,30.125000,34.687500,20.593109,80252000
1999-11-01,34.437500,37.125000,32.062500,34.562500,20.518892,79052900
1999-12-01,34.312500,37.750000,33.812500,35.250000,20.927048,93996500
2000-01-01,35.375000,38.625000,33.187500,34.125000,20.333481,95170300
2000-02-01,34.000000,35.125000,32.125000,32.125000,19.141775,84131900
2000-03-01,32.000000,36.062500,29.687500,34.875000,20.780367,106743700
2000-04-01,34.625000,38.312500,34.625000,36.687500,21.957136,68836700
2000-05-01,36.437500,41.125000,36.125000,40.687500,24.351091,84691100
2000-06-01,40.437500,44.546875,39.312500,44.437500,26.595451,93465700
2000-07-01,43.875000,46.250000,39.687500,45.812500,27.512308,79396900
2000-08-01,45.187500,47.062500,41.187500,42.640625,25.607464,65498400
2000-09-01,42.500000,47.125000,41.312500,46.000000,27.624916,53764500
2000-10-01,46.625000,49.250000,44.375000,48.437500,29.184320,86172700
2000-11-01,48.312500,49.437500,43.312500,45.375000,27.339111,90211000
2000-12-01,45.875000,49.937500,41.500000,49.562500,29.862154,109797300
2001-01-01,49.375000,49.500000,42.250000,44.070000,26.637217,99386800
2001-02-01,43.669998,48.790001,42.750000,46.080002,27.852137,84004800
2001-03-01,45.500000,47.099998,40.250000,43.950001,26.564697,89355600
2001-04-01,43.700001,44.959999,40.900002,43.810001,26.561249,90490900
2001-05-01,44.250000,46.610001,43.590000,44.759998,27.137209,74911200
2001-06-01,44.759998,45.820000,43.080002,44.200001,26.797710,77161600
2001-07-01,44.349998,47.650002,44.299999,46.630001,28.361149,84405100
2001-08-01,46.639999,47.709999,43.599998,47.000000,28.586189,155979100
2001-09-01,47.340000,49.799999,45.759998,48.500000,29.498524,138978300
2001-10-01,48.939999,50.000000,46.869999,48.709999,29.717331,112170000
2001-11-01,48.450001,50.459999,47.740002,48.630001,29.668518,79831800
2001-12-01,48.529999,49.799999,46.450001,48.689999,29.705149,81435600
2002-01-01,48.500000,50.119999,47.430000,50.090000,30.650953,89718200
2002-02-01,49.750000,51.200001,47.599998,50.500000,30.901838,84313100
2002-03-01,50.939999,51.990002,48.869999,51.500000,31.513762,80560000
2002-04-01,51.650002,53.500000,49.880001,51.900002,31.850168,90370200
2002-05-01,51.950001,53.230000,50.029999,51.980000,31.899267,79577700
2002-06-01,51.700001,52.180000,47.209999,48.200001,29.579542,86108100
2002-07-01,48.290001,49.130001,35.009998,42.939999,26.428112,192827300
2002-08-01,42.939999,45.209999,38.849998,39.549999,24.341682,139704500
2002-09-01,39.549999,41.400002,34.000000,36.950001,22.741467,130733200
2002-10-01,37.009998,45.160000,35.590000,44.099998,27.248438,162968200
2002-11-01,43.750000,45.299999,40.799999,42.480000,26.247482,95409700
2002-12-01,42.490002,43.970001,40.310001,42.220001,26.086830,96262600
2003-01-01,42.119999,44.060001,38.580002,40.480000,25.099472,89522900
2003-02-01,40.279999,41.900002,37.849998,38.320000,23.760176,88179900
2003-03-01,38.470001,41.500000,36.240002,40.000000,24.801853,99398800
2003-04-01,40.000000,43.619999,38.060001,43.279999,26.942802,109792500
2003-05-01,43.169998,44.599998,42.380001,44.200001,27.515528,75311600
2003-06-01,44.720001,45.500000,43.099998,44.500000,27.702301,76526600
2003-07-01,44.250000,47.980000,43.759998,46.070000,28.783430,103151000
2003-08-01,45.500000,45.980000,43.349998,44.540001,27.827511,70453500
2003-09-01,44.340000,46.520000,44.099998,45.830002,28.633474,70414500
2003-10-01,46.369999,48.880001,46.189999,47.820000,29.984470,84236100
2003-11-01,47.810001,48.240002,46.689999,48.119999,30.172569,60992100
2003-12-01,48.009998,48.869999,46.110001,46.619999,29.232031,92578300
2004-01-01,46.939999,48.009998,45.299999,47.259998,29.733696,105541900
2004-02-01,47.500000,52.419998,47.070000,51.900002,32.652962,105503800
2004-03-01,51.910000,54.000000,50.279999,53.849998,33.879810,96949500
2004-04-01,53.709999,55.480000,53.599998,54.490002,34.386761,91650500
2004-05-01,54.750000,55.029999,52.630001,53.369999,33.679974,71741400
2004-06-01,53.049999,55.709999,52.950001,53.880001,34.001827,71065400
2004-07-01,53.970001,54.340000,49.369999,50.000000,31.685907,87363300
2004-08-01,49.770000,52.250000,48.410000,50.000000,31.685907,84253300
2004-09-01,50.060001,51.200001,47.369999,48.650002,30.830387,96994400
2004-10-01,49.400002,50.669998,47.650002,49.580002,31.561941,82809800
2004-11-01,49.500000,52.490002,48.410000,49.910000,31.772013,75677400
2004-12-01,50.009998,53.000000,50.000000,52.200001,33.229786,70268100
2005-01-01,52.230000,54.419998,51.340000,53.700001,34.341122,74653600
2005-02-01,53.450001,55.709999,52.849998,53.860001,34.443436,65597900
2005-03-01,53.799999,54.349998,51.750000,53.029999,33.912647,76160800
2005-04-01,53.299999,55.700001,52.509998,55.639999,35.734398,87740900
